month,hour,temperature,wind_speed,pm25,pm10,no2,so2,co,ratio_pm25_pm10,ratio_so2_no2,ratio_co_no2,source_label
3,2,22.2,8.5,53.43206758676558,101.56790030758864,31.976614009997785,12.643692603392052,1.398051349856429,0.5260723801405691,0.3954043478160176,0.043721055196721585,Mixed_Background
3,3,25.1,4.1,74.75385366552828,138.82412226205938,47.35422403405643,17.001699466766226,2.5394517277202,0.5384788458156862,0.3590323662680335,0.05362671917645923,Mixed_Background
3,4,29.0,4.3,92.44767008571844,147.6812265419506,34.83907705972604,17.264507157812652,1.7949939354943218,0.6259947294889433,0.4955500581334389,0.051522429279474376,Mixed_Background
3,5,31.8,5.5,81.81464022880702,140.75177399150846,45.21812280124511,14.438460100270726,1.7804034228578316,0.5812689767766189,0.31930692577459735,0.039373668635247695,Mixed_Background
3,6,33.5,4.9,80.1949905681581,115.24085726117626,57.35458593192449,10.556006470021336,2.077467164995693,0.6958902578320624,0.1840481648407739,0.03622146503228221,Mixed_Background
3,7,34.8,4.2,88.34444298239576,134.7471433985794,44.52487376203938,12.602155363412535,1.8636444039471824,0.6556312816624495,0.2830362899562105,0.041856252575831435,Mixed_Background
3,8,35.8,3.9,105.34317559099158,178.18717409003503,63.20467444713814,15.47621208604034,2.861849315142339,0.5911939259251594,0.24485865921396946,0.045279076190113114,Mixed_Background
3,9,36.4,5.5,94.02124446421308,136.4797567992113,66.98908490652337,17.449205716272598,1.8598917206852144,0.6889024862026567,0.2604783373312667,0.027764100607082606,Mixed_Background
3,10,36.4,8.7,88.23423536783451,168.17440081187553,41.68517100695919,10.885254578231285,2.7940630037836,0.524659130148331,0.261130134629504,0.06702774318208743,Mixed_Background
3,11,35.9,9.7,69.21578722096065,126.7205211466285,50.02684654528282,11.799289595774097,2.0549435647637035,0.5462081914472461,0.2358591471328216,0.04107681506222493,Mixed_Background
3,12,35.2,7.6,50.75110913765453,99.78582603574472,32.76324929670676,16.31471817779312,1.1725458841313503,0.5086003758777763,0.49795786529253533,0.035788448139689316,Mixed_Background
3,13,33.1,7.2,64.26388555980205,116.7083665143522,40.77698754872129,14.583860367694246,2.087845645452109,0.550636487584313,0.357649274425185,0.05120156538675,Mixed_Background
3,14,31.2,7.6,84.58109743238418,166.13764446105128,58.67906458573667,15.732491415499954,2.168473301164301,0.5091025408339079,0.26811080337523485,0.036954802867402846,Mixed_Background
3,15,29.9,7.1,81.44283586544077,141.11661524669628,36.28801062683024,1.9277946190804516,1.7983840232896244,0.5771314394547599,0.05312483469485827,0.04955862673831251,Mixed_Background
3,16,28.8,5.6,94.75154574727706,166.77514875683107,65.39319778073235,13.525438661653777,1.5251820492202384,0.5681394733293955,0.2068324980860082,0.02332325192309789,Mixed_Background
3,17,27.2,4.4,97.10093154826389,192.86018386750925,58.79143063167976,19.266347362462188,2.011604867137078,0.5034783701725171,0.3277067223530668,0.034215953095673976,Mixed_Background
3,18,26.5,5.6,84.11404207436064,150.16690575001311,46.04641616604902,11.920625147900196,2.088701831081848,0.5601370095102748,0.2588827943966403,0.045360789386712404,Mixed_Background
3,19,25.0,4.1,87.52357194955079,124.1497310142291,39.72240965578671,17.432627888455013,1.6225571173667734,0.7049839780525623,0.43886127756738874,0.0408473979947237,Vehicles
3,20,24.1,3.9,108.24176325158524,198.545881825548,40.37437848122261,8.956276777774365,2.789125042886868,0.5451725400253788,0.22183069790434223,0.06908155812485094,Mixed_Background
3,21,23.5,4.5,103.28019633977746,200.70246545777275,63.31629830660492,7.186074653977724,3.0375235051048874,0.5145935581290294,0.11349486202880622,0.04797380040162935,Mixed_Background
3,22,22.7,4.0,127.62183154300982,239.5906093311321,82.6638924433224,17.08908789638985,3.944683187020966,0.532666248341815,0.20672977263170889,0.047719542628676156,Mixed_Background
3,23,22.5,1.5,86.76347182736268,151.86210157909542,48.94928879528727,14.72767523936857,2.4104466366810047,0.5713306371625735,0.3008761782032335,0.04924375096680314,Mixed_Background
3,0,22.3,1.5,101.61566221025475,183.1908977105975,39.36107190558016,13.320565245528345,2.8874137435036995,0.554698202396975,0.33841977014909846,0.07335708938702114,Mixed_Background
3,1,21.8,1.5,103.95980201280186,207.3078082371061,53.54881797672045,19.23233208413039,2.803224335165364,0.5014755710138201,0.35915511213219026,0.05234894790833807,Mixed_Background
3,2,23.4,4.3,100.27871155453369,145.84508262988285,55.37236442065313,13.440796245366176,3.370760427244756,0.6875700507602652,0.24273473136390422,0.06087441635620481,Mixed_Background
3,3,27.5,3.6,102.82725204711284,185.1247241685596,52.16715246464645,11.836903757237106,2.163482853749194,0.5554485061543598,0.22690338596409995,0.04147212776743476,Mixed_Background
3,4,31.2,4.5,73.93099312338816,116.074514177833,39.27852756353434,11.295899967991604,1.5890438225386003,0.6369270034005443,0.28758460108097245,0.04045578794959869,Mixed_Background
3,5,34.0,6.8,74.44281549348666,132.81002046621148,40.81187854587687,10.238274096137877,1.425263171483543,0.5605210711634878,0.2508650473847688,0.034922752574563405,Mixed_Background
3,6,35.7,7.0,83.5552225168142,147.43938537720678,45.8249933806767,17.333238532876685,2.250686733959694,0.5667089681385932,0.378248568649813,0.04911482836774235,Mixed_Background
3,7,36.8,5.6,108.56811093625552,161.99166633410488,66.93653073745249,13.439509691096667,1.781983132904385,0.6702079972566476,0.20077989316522896,0.026621981848326415,Mixed_Background
3,8,37.5,5.4,101.13724656852526,154.13801708840302,53.919906974135486,20.712604712717106,2.1558460081320416,0.6561473140943064,0.38413649968862357,0.03998237551084409,Industry
3,9,37.9,7.1,85.29611786827492,151.22811887109285,55.99557875083341,0.2383416541428751,2.073457280456137,0.5640228678435036,0.004256436940262731,0.03702894567182826,Mixed_Background
3,10,37.8,9.8,75.64015042767939,111.71581010078566,38.11662818158477,19.61420135763745,2.7483506244950777,0.6770765004735076,0.514583838570742,0.0721037165013239,Mixed_Background
3,11,37.0,12.2,88.20716715044257,137.5245462772522,64.19683243250637,16.798148077166967,3.166308184064383,0.6413921652300748,0.2616663031335927,0.04932187484595008,Mixed_Background
3,12,36.0,10.7,90.7177170802936,172.4677454877736,51.57280076518856,14.545879412123192,2.673598693787659,0.5259981586570139,0.28204555335873965,0.05184125357316398,Mixed_Background
3,13,34.2,2.8,80.09954231575865,127.8592871977242,55.6124546788323,8.54293366860719,1.9067336596918956,0.6264663556697664,0.1536154727268927,0.03428608998501128,Mixed_Background
3,14,32.8,4.9,86.18859958088314,145.90317224130192,35.04974671727379,6.700613397465192,2.837459208624535,0.5907246406378026,0.19117436882899122,0.0809551963544129,Mixed_Background
3,15,31.3,4.4,85.42590286301544,167.8349217186022,52.71020809581941,18.755453118673437,2.870954996237632,0.5089876497649028,0.3558220208267203,0.054466773049954294,Mixed_Background
3,16,30.1,6.8,97.81298743470724,150.2690609919182,55.95674385373403,16.210733035852552,3.3061925355001813,0.650918999148127,0.28970114466497243,0.059084790299047514,Mixed_Background
3,17,28.5,5.4,83.90089228307623,137.0752315041298,33.32951693452486,16.116093660342184,2.321861755544036,0.6120791535447403,0.4835381565374547,0.06966382652474257,Mixed_Background
3,18,27.2,5.1,76.9958708558021,135.81106593727165,57.10723445529874,14.487645795274211,1.5746974633330018,0.566933701296706,0.25369194778505016,0.02757439492173653,Mixed_Background
3,19,26.5,4.5,69.81466147323954,129.38076505906275,40.87587942939928,19.249038164680695,1.4844538984439772,0.5396061841322606,0.4709143378068048,0.03631613271322491,Mixed_Background
3,20,26.0,4.3,47.280471103933806,91.7710176832478,29.15769870363996,12.070640781827755,1.9432127259089356,0.5152004606936389,0.4139778139055631,0.06664492554830553,Mixed_Background
3,21,25.6,4.8,53.39422814950907,104.08050354724048,30.176796566143626,13.317974267034035,1.1726434974167177,0.5130089288265727,0.4413315971597968,0.03885911004461077,Mixed_Background
3,22,25.2,2.5,63.1706344172565,117.87539591134944,36.7429651089534,14.11702203870824,1.4862596398282593,0.535910258395696,0.38421019132879025,0.04045018127880788,Mixed_Background
3,23,25.0,5.5,68.13027282516776,104.71612727013547,35.833822991964496,13.931700569682931,2.0577225715985263,0.6506187150981421,0.38878632023216464,0.05742402965589041,Mixed_Background
3,0,24.1,5.0,68.99843854202378,97.62489697935976,35.42905472277904,21.68286245632895,1.3232929541226128,0.7067709157208205,0.6120079131092393,0.03735050023565275,Industry
3,1,24.1,5.7,52.06803355706519,84.88465931034132,22.256569032540924,8.72781030696368,1.968844980727047,0.6133974426793088,0.39214534378850413,0.08846129380441077,Mixed_Background
3,2,24.7,6.7,51.75155035987829,76.84739399799714,25.18389830117265,5.227147409485726,1.3367357076680295,0.6734327215805699,0.20755909746042905,0.05307898080762205,Mixed_Background
3,3,27.2,5.9,52.63567757598892,96.12498970510102,35.57928502386056,7.729868816318774,1.010479198393021,0.547575372334426,0.21725755854501658,0.028400772227845237,Mixed_Background
3,4,30.4,7.3,46.53795078006575,83.61372871742677,34.86127419183665,18.41825475595716,1.929509524646356,0.5565826442300936,0.5283299206527622,0.05534821988090049,Mixed_Background
3,5,32.6,10.1,50.66487002706904,72.26750854247338,38.74482405066823,14.496126882404411,1.3814901043120822,0.7010739729074524,0.3741435627454046,0.03565611930123442,Vehicles
3,6,34.3,11.0,62.85914587658022,119.5553464683115,43.7194652899916,7.006397314347094,2.3011061316023,0.5257744401039127,0.1602580705783003,0.052633445164656026,Mixed_Background
3,7,35.5,11.8,96.06601980708017,148.82989305775612,58.779878987083286,15.498325151747098,2.313861526299121,0.6454752952373938,0.2636671792312746,0.03936485625366342,Mixed_Background
3,8,36.2,12.2,100.27808501884974,166.39506108051333,38.03989242248269,13.380073117668807,2.6853508261096204,0.6026506061239265,0.35173792337075255,0.07059301655462841,Mixed_Background
3,9,36.2,12.8,100.51353237780624,181.0007728159046,42.84712899088024,17.797472980937265,2.0139706094259058,0.5553210091799844,0.41537141425167456,0.04700362917783683,Mixed_Background
3,10,35.9,10.5,95.74549040353313,158.71263396634188,35.18413340537341,18.97133201722398,2.491095150493432,0.6032631896246813,0.5392013286058455,0.07080166082224225,Mixed_Background
3,11,35.7,6.5,63.78937313369419,106.19480577446406,34.628374367040195,27.590794775077605,1.3687465583402478,0.600682604650995,0.7967683866953498,0.0395267333171813,Industry
3,12,34.9,5.2,63.412727688586514,91.274808882205,46.32681988576567,9.089245899327668,2.3312604825196868,0.6947451084305081,0.19619835174402006,0.05032204752983573,Mixed_Background
3,13,33.4,3.9,64.37490806884325,105.6306062434463,35.47863824410573,5.686199203006515,1.3563627696427436,0.6094342326412907,0.16027106236751162,0.038230405633950124,Mixed_Background
3,14,31.9,5.0,101.28604894923822,188.28152121977408,64.58752444549941,17.9455877179306,1.9489257210120876,0.5379500216224657,0.2778491294433248,0.030174955729750638,Mixed_Background
3,15,30.4,4.3,94.67202958259756,184.52580217609028,51.16857127790033,19.93356318511731,3.1093954604713407,0.5130557783956828,0.38956653073798203,0.0607676806689853,Mixed_Background
3,16,29.3,4.7,96.128036759342,158.4284522579851,46.1273002666478,8.62152807522828,2.532892565768577,0.6067599271628751,0.18690727266678506,0.05491092034902933,Mixed_Background
3,17,29.1,1.8,92.39455653782916,152.8345939310821,55.87204248415013,8.626355903509769,2.548607208885325,0.60453954537906,0.1543948523371426,0.045615070614131344,Mixed_Background
3,18,28.1,1.6,72.02493031975328,131.19890347189315,43.62558179587062,16.721831435051453,2.106411513809884,0.5489750894618426,0.3833033363312285,0.048283859579963395,Mixed_Background
3,19,26.6,5.2,88.36477950550326,173.69539530868246,58.77491805120198,23.57241409550146,1.5082945145188902,0.5087341483044603,0.40106246807360585,0.025662213387396316,Mixed_Background
3,20,25.1,7.0,97.20729704525456,151.66637915157585,47.70653050027761,10.616956249550162,1.5891513848145666,0.640928444050061,0.22254722604363683,0.03331098142830441,Mixed_Background
3,21,24.0,10.1,105.7520465463748,175.98055553507498,74.9560961025835,15.435333976728694,3.520742123018876,0.6009302881440608,0.20592499574256365,0.04697072365174583,Mixed_Background
3,22,23.6,13.3,92.73603006981624,174.119681287044,56.089248321801,5.504276366259138,1.990680432701914,0.5325993526506486,0.09813424912641348,0.03549130103847135,Mixed_Background
3,23,22.7,13.4,115.70434172687612,204.3125942773461,71.21205607843929,14.00707229465134,2.560619994997208,0.5663103714668797,0.1966952348985328,0.03595767486644451,Mixed_Background
3,0,22.0,11.3,94.3061416123043,138.28598110577704,52.78166987636605,14.43176125340973,2.761280760178721,0.6819645793177223,0.2734237286124228,0.05231514490412115,Mixed_Background
3,1,21.8,9.3,104.87838385807794,186.3310942816575,50.5396197628527,22.33770222702087,2.110601364217291,0.5628603411553187,0.44198396999922446,0.04176132175824737,Mixed_Background
3,2,22.8,8.4,138.4473798594198,209.3390520837766,86.02605331450613,11.46661103130512,3.884827199289824,0.6613547630981867,0.1332923045544304,0.04515872813470123,Mixed_Background
3,3,24.5,10.0,120.9445969965175,206.3471521121131,82.94197598435228,18.432051969127627,2.7234332156487757,0.5861219559971615,0.22222826895728556,0.03283540270763711,Mixed_Background
3,4,26.2,12.3,111.55567135282418,191.5926220372538,45.74634159470912,11.141190504094398,3.5741899123978897,0.5822545230832452,0.24354275931521036,0.07813061568798003,Mixed_Background
3,5,27.9,13.3,113.09487469385638,217.78929024570112,58.02209967146938,15.451661305855811,2.247738701641773,0.5192857465442012,0.26630647851489636,0.03873935406732061,Mixed_Background
3,6,29.6,11.6,105.43325241272775,176.86391869665567,56.50095891431897,25.386605936825287,1.939314742137444,0.5961264038112427,0.44931282539841577,0.034323571583178815,Mixed_Background
3,7,30.7,12.0,82.82997570546301,129.84969141457313,45.99988258383762,23.96550714660821,2.7587128089048782,0.6378911968540554,0.5209906043116305,0.05997216936162359,Industry
3,8,31.0,12.8,86.77542275700712,133.5109133652629,49.99884616335266,24.802839691118653,2.0618305806171158,0.6499500297002273,0.496068231535111,0.04123756241580632,Industry
3,9,31.0,13.2,68.56332477541484,131.95362389955525,41.07652364341631,16.987861039806987,1.7349570842631297,0.5196016769346511,0.41356617160964665,0.042237192637990285,Mixed_Background
3,10,30.5,13.5,75.21087875740109,113.01235624307088,46.23956890096848,13.94868768205565,2.446863012891747,0.6655102202287041,0.3016612765198644,0.052917079854596524,Mixed_Background
3,11,29.8,13.8,60.29842736815394,99.825321007491,34.036516431176494,16.42462840813682,1.7512928652845732,0.6040393975751872,0.48255901742439494,0.05145335062042623,Mixed_Background
3,12,28.6,13.5,83.91760070660163,126.90891222211252,50.46534159703264,17.33024136253098,2.0582780841260937,0.661242765192791,0.3434087726484591,0.040785972673593233,Mixed_Background
3,13,27.6,12.8,70.17704125089793,130.80877146481262,46.38713178758627,16.946573615446578,1.574630988226125,0.5364857411973303,0.365329189304446,0.03394542610418712,Mixed_Background
3,14,26.3,14.6,64.728414382723,109.04301342307426,45.0508532207118,11.443067295229676,2.134550073628764,0.5936044112975845,0.25400333674403025,0.04738090121823751,Mixed_Background
3,15,25.2,14.8,76.85833120499575,123.79465452861004,26.301678590488088,11.242201085485553,1.5097202929344835,0.6208533872226262,0.42743282028084834,0.05740014768792441,Mixed_Background
3,16,24.0,15.5,57.10953333798686,92.32668585199696,34.23571599236775,12.018710424315277,2.2039517963265,0.6185593275922001,0.35105765207121664,0.06437580369115191,Mixed_Background
3,17,23.0,14.7,61.21047902325012,116.99333452690976,36.133547239832325,20.35157713493284,1.3019239300085428,0.5231962893234293,0.5632321796866324,0.0360308907768252,Mixed_Background
3,18,22.0,14.0,81.09657243516153,140.48070316751298,48.48197066092024,20.895185633235663,2.8753933052798986,0.5772790855209537,0.4309887761862334,0.05930850596156057,Mixed_Background
3,19,21.2,13.8,55.274666673226974,101.19247705454156,26.07379046337724,30.917169591375817,1.542522887115718,0.5462329585745946,1.1857565722576824,0.059159899674825454,Mixed_Background
3,20,20.3,13.6,58.91670788388884,114.19372477096758,34.16210274342396,17.12822885799574,1.03369429137637,0.515936470993643,0.501380974270147,0.03025850805734853,Mixed_Background
3,21,19.5,13.1,63.323279009226304,122.9133344606182,39.79808804081582,11.057854366325524,1.5316287046868144,0.5151864016375609,0.2778488774922056,0.038484981103389625,Mixed_Background
3,22,18.5,13.1,79.91829418496333,127.63794180714712,42.94796470684676,12.605549597540245,1.706515734262188,0.6261327347285347,0.29350748958828266,0.03973449513093318,Mixed_Background
3,23,17.9,12.9,64.57220410329577,127.30221216201224,43.18645317344709,14.212489148714916,1.257019256609338,0.5072355185303606,0.32909599597212064,0.029106794726903237,Mixed_Background
3,0,17.4,12.7,49.50813449670205,70.05032340288477,38.07544289809577,22.531243114798105,1.1737610713013964,0.7067509668044197,0.5917526050411966,0.030827245886950738,Industry
3,1,16.1,12.3,63.58644453128531,103.39800244258156,50.05615441194559,18.664694088992967,2.115037158129084,0.6149678176967489,0.3728751026799544,0.04225328814654319,Mixed_Background
3,2,16.8,10.8,72.88257017665457,141.20847210524948,48.3330544226007,8.265956966678996,1.3355795245051252,0.5161345390536988,0.17102078265910345,0.027632838702777388,Mixed_Background
3,3,18.9,12.0,80.55170591417726,126.04586978557109,44.3336641631158,14.7157821059227,2.891704292004688,0.6390665986290945,0.33193245024473556,0.06522592439324178,Mixed_Background
3,4,21.4,13.6,88.89325846521417,139.01562181858094,38.59505165863377,7.642617340273953,1.4364027328026348,0.6394479747159226,0.1980206480833571,0.0372172761495458,Mixed_Background
3,5,23.9,14.8,81.0035617950154,128.11307629512928,39.5237770046699,17.96238973477446,2.274438753101736,0.6322817584688138,0.45447046415077347,0.057546086632532994,Mixed_Background
3,6,25.9,14.9,87.58701107292893,154.8002350333145,35.3619952811265,11.46596102768099,2.956797216063133,0.5658067023494678,0.3242452981592738,0.08361511020352783,Mixed_Background
3,7,27.3,14.0,94.42439706511624,157.0277407219213,61.12557019906393,11.9438295890064,3.088874817845144,0.6013230275726142,0.1953982491240803,0.05053326712949305,Mixed_Background
3,8,28.5,14.3,85.46668608820912,156.92033140027905,48.188366955531535,5.606343393371409,1.6445819021250747,0.544650172357506,0.11634225501359521,0.03412819258877377,Mixed_Background
3,9,28.8,14.7,111.30663514655956,215.5949846336144,58.41614140754075,18.784092025394788,3.201075796346236,0.5162765489161972,0.32155652960353664,0.05479779500012003,Mixed_Background
3,10,28.9,14.7,113.68346544558042,205.14404443066172,41.81135836419153,21.04333357691464,1.787475454061169,0.5541641006782486,0.5032922606897294,0.04275095288081008,Mixed_Background
3,11,28.5,14.9,90.84556644298266,138.32873002922827,44.86194762077587,11.53528868755998,1.9437879297280156,0.6567367875570794,0.25712856980576876,0.04332820997498611,Mixed_Background
3,12,27.5,15.2,98.00931392819184,192.05994751762475,39.86544933958122,14.18992522063504,2.953034186246825,0.510305842965473,0.3559454389643828,0.07407502388891479,Mixed_Background
3,13,26.0,11.0,79.98815748196284,124.67719903845295,40.44819564213751,12.603465357318528,1.7973685409368425,0.6415620294431772,0.3115952354767946,0.04443630841787411,Mixed_Background
3,14,25.3,11.4,90.19561078990336,134.38573961849193,58.90154238131738,13.908700567950818,1.948206673836662,0.6711695033624135,0.23613473891352116,0.03307564729203007,Mixed_Background
3,15,24.7,12.7,104.95498339602408,152.6024853098563,44.08144751950922,10.901723083920402,1.8618936275404927,0.6877671913085026,0.2473086400301842,0.04223757816661743,Mixed_Background
3,16,24.0,12.1,88.54925028114603,153.9012751075504,54.45293478506981,9.498743500115074,1.5510670877917632,0.5753639769644626,0.1744395111699283,0.0284845447803577,Mixed_Background
3,17,23.1,11.8,100.54496719169626,147.62589990303297,48.605987204146864,21.84309856262583,1.6456676574344835,0.6810794486378005,0.4493911011722269,0.033857302736498666,Industry
3,18,22.6,10.4,103.08218437657412,152.89825089107592,49.66983760772329,1.8014225002078843,3.330380968094926,0.6741881159636112,0.03626793544539073,0.0670503682203847,Mixed_Background
3,19,22.0,11.1,111.50486833883406,176.17973121623046,70.70153182047635,17.520571345073982,1.5465509651628402,0.6329040630052776,0.24781034648232877,0.021874362598188722,Mixed_Background
3,20,21.0,10.9,135.20627624475986,212.1375395222032,67.72668252145762,16.41666112316974,3.812652940582313,0.6373519553018887,0.24239576293394766,0.05629469423782375,Mixed_Background
3,21,20.1,9.9,124.40482688024082,219.2689446385801,54.20060811174298,23.269594703452988,3.810111240334821,0.5673618145877194,0.42932349072828874,0.07029646534930419,Mixed_Background
3,22,19.4,8.9,111.8583017268544,211.4174663607397,74.22244067842301,13.818070652408126,2.8045339111539564,0.5290873224585158,0.18617106012594486,0.03778552480535351,Mixed_Background
3,23,18.6,8.6,98.52975510978612,182.95101426085503,45.38574011486665,13.143485456698889,2.9222431882540474,0.5385581215239529,0.2895950387465102,0.0643868121676839,Mixed_Background
3,0,18.0,8.9,87.63962532432595,136.49789901294355,38.575007448378,10.957694564666692,2.611435742452008,0.6420584149354345,0.28406201334551984,0.06769760649428487,Mixed_Background
3,1,17.5,10.0,88.9191371506818,137.57447069990496,54.04826754137727,16.777818445867165,2.201769827779015,0.6463345710288723,0.3104228664239765,0.040737101986781044,Mixed_Background
3,2,18.7,10.3,96.34450305786328,190.7115272963981,59.52391080587256,11.458842203522403,2.2570364790926987,0.5051844737363101,0.19250821822486283,0.03791814769253828,Mixed_Background
3,3,21.0,7.5,102.06041474202723,143.38893717851272,53.84220523273947,9.356072865302298,3.44721944350275,0.7117732792955525,0.1737683783769844,0.06402448348051946,Vehicles
3,4,24.1,8.8,115.46212200336488,222.5916105149491,39.94332104059728,11.314580451124712,3.793381310802475,0.5187173102235729,0.283265884585786,0.09496909913869928,Mixed_Background
3,5,27.0,10.8,115.310938181197,175.25384320660316,76.80379087160918,10.265934171829125,3.1669762147815006,0.6579652429493034,0.13366441840515386,0.04123463357220239,Mixed_Background
3,6,29.0,12.3,136.78285552043704,269.2393505497895,61.58708161705317,9.970216537161264,2.5202988933713253,0.5080344115118783,0.16188811214123916,0.04092252443653609,Mixed_Background
3,7,30.4,12.4,130.334717469824,209.237318411268,55.13072812412373,15.426544323209692,3.0023125975049947,0.6229037813930487,0.27981752768909873,0.05445806078032194,Mixed_Background
3,8,31.1,12.6,169.30378322168588,281.757229271465,97.01037936275182,14.027317021938943,4.036718772243492,0.6008853191045587,0.14459604188218278,0.04161120446233642,Mixed_Background
3,9,31.5,12.3,168.15841511599237,306.76675020443,105.38388738008156,17.747963467528173,4.5536146198011895,0.5481637578250168,0.1684124939812212,0.043209779879994074,Mixed_Background
3,10,31.4,12.2,144.8852102581489,253.92602681235465,59.131808355045656,15.736149381906802,3.921777449089865,0.5705803832178072,0.26611986938235055,0.06632263568229921,Mixed_Background
